Experiment,Board,Word1,Word2,Clue1,clueCount,wordpair
E2,TrialList8,happy,sad,feeling,2,happy - sad
E2,TrialList8,happy,sad,marriage,1,happy - sad
E2,TrialList8,happy,sad,mood,4,happy - sad
E2,TrialList8,happy,sad,oppose,1,happy - sad
E2,TrialList9,candle,wick,blank,1,candle - wick
E2,TrialList9,candle,wick,board,1,candle - wick
E2,TrialList9,candle,wick,burn,8,candle - wick
E2,TrialList9,candle,wick,cake,1,candle - wick
E2,TrialList9,candle,wick,fire,1,candle - wick
E2,TrialList9,candle,wick,flame,14,candle - wick
E2,TrialList9,candle,wick,holiday,1,candle - wick
E2,TrialList9,candle,wick,it,1,candle - wick
E2,TrialList9,candle,wick,lamp,1,candle - wick
E2,TrialList9,candle,wick,light,7,candle - wick
E2,TrialList9,candle,wick,match,2,candle - wick
E2,TrialList9,candle,wick,melt,1,candle - wick
E2,TrialList9,candle,wick,smell,1,candle - wick
E2,TrialList9,candle,wick,wax,4,candle - wick
E2,TrialList9,olive,real,branch,1,olive - real
E2,TrialList9,olive,real,eat,2,olive - real
E2,TrialList9,olive,real,edible,2,olive - real
E2,TrialList9,olive,real,food,7,olive - real
E2,TrialList9,olive,real,genuine,1,olive - real
E2,TrialList9,olive,real,Greece,1,olive - real
E2,TrialList9,olive,real,green,2,olive - real
E2,TrialList9,olive,real,grow,1,olive - real
E2,TrialList9,olive,real,health,1,olive - real
E2,TrialList9,olive,real,Italian,1,olive - real
E2,TrialList9,olive,real,martini,4,olive - real
E2,TrialList9,olive,real,natural,1,olive - real
E2,TrialList9,olive,real,nonfiction,1,olive - real
E2,TrialList9,olive,real,nongmo,1,olive - real
E2,TrialList9,olive,real,oil,5,olive - real
E2,TrialList9,olive,real,organic,3,olive - real
E2,TrialList9,olive,real,pit,1,olive - real
E2,TrialList9,olive,real,salt,1,olive - real
E2,TrialList9,olive,real,skin,1,olive - real
E2,TrialList9,olive,real,taste,2,olive - real
E2,TrialList9,olive,real,tree,1,olive - real
E2,TrialList9,olive,real,truth,1,olive - real
E2,TrialList9,olive,real,unsugarcoated,1,olive - real
E2,TrialList9,olive,real,vegetable,1,olive - real
E2,TrialList9,olive,real,virgin,1,olive - real
E2,TrialList9,weird,trauma,{shift}olive{-}realo,1,weird - trauma
E2,TrialList9,weird,trauma,abnormal,2,weird - trauma
E2,TrialList9,weird,trauma,accident,1,weird - trauma
E2,TrialList9,weird,trauma,clown,1,weird - trauma
E2,TrialList9,weird,trauma,concussion,1,weird - trauma
E2,TrialList9,weird,trauma,crazy,1,weird - trauma
E2,TrialList9,weird,trauma,creepy,1,weird - trauma
E2,TrialList9,weird,trauma,difficult,1,weird - trauma
E2,TrialList9,weird,trauma,dysfunction,1,weird - trauma
E2,TrialList9,weird,trauma,eerie,1,weird - trauma
E2,TrialList9,weird,trauma,emergency,1,weird - trauma
E2,TrialList9,weird,trauma,feeling,2,weird - trauma
E2,TrialList9,weird,trauma,hallucination,1,weird - trauma
E2,TrialList9,weird,trauma,horror,1,weird - trauma
E2,TrialList9,weird,trauma,hospital,1,weird - trauma
E2,TrialList9,weird,trauma,hurt,1,weird - trauma
E2,TrialList9,weird,trauma,incident,1,weird - trauma
E2,TrialList9,weird,trauma,injury,1,weird - trauma
E2,TrialList9,weird,trauma,insanity,1,weird - trauma
E2,TrialList9,weird,trauma,memorable,2,weird - trauma
E2,TrialList9,weird,trauma,minority,1,weird - trauma
E2,TrialList9,weird,trauma,misdiagnosis,1,weird - trauma
E2,TrialList9,weird,trauma,nightmare,2,weird - trauma
E2,TrialList9,weird,trauma,paranormal,1,weird - trauma
E2,TrialList9,weird,trauma,psychoanalysis,1,weird - trauma
E2,TrialList9,weird,trauma,PTSD,2,weird - trauma
E2,TrialList9,weird,trauma,rollercoaster,1,weird - trauma
E2,TrialList9,weird,trauma,scar,1,weird - trauma
E2,TrialList9,weird,trauma,school,1,weird - trauma
E2,TrialList9,weird,trauma,shock,3,weird - trauma
E2,TrialList9,weird,trauma,stab,1,weird - trauma
E2,TrialList9,weird,trauma,strange,1,weird - trauma
E2,TrialList9,weird,trauma,trigger,1,weird - trauma
E2,TrialList9,weird,trauma,uncomfortable,2,weird - trauma
E2,TrialList9,weird,trauma,unusual,1,weird - trauma
E2,TrialList9,weird,trauma,you,1,weird - trauma
